url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_params,has_ip,has_https,suspicious_tld,domain_length,num_subdomains,has_at_symbol,has_double_slash,entropy,label
164,6,5,2,4,11,5,1,0,1,32,4,0,1,3.822130498737624,1
32,2,0,0,2,2,2,0,1,0,7,1,0,0,2.8769330133700306,0
81,7,3,1,8,16,9,0,0,1,28,2,0,0,4.009240872589914,1
20,2,0,0,3,1,2,0,1,0,18,1,0,0,2.820374439173332,0
141,3,4,3,6,5,4,0,0,1,16,3,0,1,4.845571082315287,1
39,2,1,0,2,1,1,0,0,0,10,0,0,0,2.5840802820015383,0
28,1,1,0,2,1,1,0,1,0,18,1,0,0,2.3792133669474733,0
186,7,5,1,4,18,8,0,0,0,39,2,0,1,4.421964228402329,1
24,2,0,0,1,2,2,0,1,0,15,0,0,0,3.376276952824356,0
51,1,0,0,3,2,2,0,0,0,18,0,0,0,3.490453172739413,0
29,2,0,0,2,1,0,0,1,0,11,1,0,0,3.005623271988435,0
59,7,3,3,9,8,5,0,1,0,18,2,0,0,4.560229167515216,1
112,3,4,1,4,16,5,1,1,1,26,5,0,1,4.830753032441887,1
112,7,2,2,9,13,2,0,0,1,22,2,0,0,4.481932243695582,1
176,4,3,2,6,5,8,0,0,0,21,2,0,1,3.572825640813295,1
59,2,0,0,1,4,2,0,1,0,9,1,0,0,3.448990613612489,0
63,9,5,2,6,7,2,1,0,0,17,2,0,0,4.071327683163153,1
85,7,4,2,5,16,8,1,1,1,28,3,0,0,4.936973080413649,1
57,7,7,3,9,8,7,0,0,0,20,4,0,1,4.298495903880654,1
163,3,4,2,3,8,4,1,0,1,26,2,0,1,4.158954908491996,1
198,9,5,3,7,16,4,0,1,1,15,5,0,1,4.66348195298905,1
124,5,3,2,8,10,8,0,0,1,38,5,1,1,4.9129616482153855,1
39,2,1,0,1,0,1,0,0,0,19,0,0,0,3.2184440831352217,0
69,5,5,3,4,7,9,1,0,1,32,2,1,0,4.369172628873034,1
145,4,7,2,8,19,2,0,0,0,29,2,1,1,4.5402003589460405,1
91,6,6,3,5,10,9,1,0,1,23,5,1,0,4.506955269640274,1
160,8,3,2,9,13,3,1,0,0,19,5,0,0,4.752868321607004,1
14,2,1,0,3,1,0,0,1,0,6,1,0,0,2.0121270147950163,0
140,3,6,3,6,10,6,0,0,0,37,2,0,0,4.501900603183614,1
175,9,4,1,7,6,3,1,1,1,27,5,1,0,4.160216309806906,1
140,3,2,3,7,15,6,0,0,1,25,3,0,0,3.8464495223240474,1
18,2,1,0,3,3,2,0,1,0,9,0,0,0,2.5221055562917103,0
98,5,2,1,3,12,8,1,1,0,39,5,0,0,3.9539334276228333,1
108,9,7,3,6,11,5,1,0,1,21,4,1,1,4.49653092898908,1
36,1,0,0,3,2,2,0,1,0,6,1,0,0,2.2210466032323666,0
69,8,6,4,4,14,8,1,0,1,33,3,1,0,3.8359076499645433,1
113,9,2,1,3,11,2,1,0,0,18,3,1,1,3.923549101328086,1
51,1,1,0,3,4,2,0,0,0,12,1,0,0,2.21383438570241,0
27,1,0,0,3,4,2,0,1,0,6,0,0,0,2.3478516826533724,0
50,1,1,0,2,2,2,0,0,0,18,1,0,0,3.23959816061695,0
57,1,1,0,1,0,0,0,1,0,6,0,0,0,2.8854680157361425,0
36,2,1,0,2,3,1,0,1,0,7,0,0,0,2.1731413410564016,0
79,3,6,1,8,9,2,0,1,1,22,5,0,0,4.883138980358497,1
17,2,1,0,3,1,1,0,0,0,7,0,0,0,3.405632597159744,0
166,3,3,4,4,10,3,1,0,1,31,3,1,0,3.841701133569284,1
51,5,2,2,4,10,4,1,0,0,39,5,0,1,4.034379564348202,1
21,2,0,0,1,4,1,0,1,0,19,1,0,0,3.0319760322855047,0
174,7,2,3,4,13,7,0,1,1,21,3,1,1,3.945417643930358,1
117,8,7,1,3,5,6,1,1,0,26,2,0,1,3.8852202215258584,1
15,2,0,0,3,0,0,0,1,0,9,1,0,0,2.2892028539996887,0
90,9,6,2,3,13,2,1,0,1,34,3,1,0,4.317512623585911,1
88,5,2,2,5,17,8,1,0,1,24,5,0,0,4.146141737542603,1
117,6,5,2,6,6,6,1,0,0,39,5,0,1,3.5481796341017215,1
22,1,1,0,2,2,1,0,1,0,13,0,0,0,2.8104413640085495,0
165,7,2,3,6,10,6,1,1,0,28,2,0,0,4.10409855480045,1
187,8,6,4,7,14,6,1,1,1,25,3,0,1,4.2345580912969965,1
127,8,6,1,3,15,5,1,0,1,28,3,0,0,4.002834770320358,1
11,2,1,0,3,2,0,0,1,0,11,0,0,0,2.211589699238446,0
46,1,1,0,3,4,2,0,0,0,14,1,0,0,2.165868780602989,0
64,3,2,4,4,8,7,1,0,0,36,3,1,0,4.391156957413138,1
104,4,2,4,9,14,3,1,0,1,30,2,1,0,4.929766307394709,1
58,7,5,2,9,13,8,0,0,1,29,2,0,0,4.804652852020888,1
55,6,4,1,4,7,2,1,0,1,21,2,0,0,4.672235364887857,1
38,2,1,0,2,2,1,0,1,0,19,0,0,0,2.9593307395659667,0
23,1,0,0,3,4,0,0,1,0,5,0,0,0,3.3091944876191643,0
124,4,3,1,8,19,7,1,0,1,25,4,1,0,4.683029643847136,1
31,1,0,0,2,4,2,0,1,0,9,1,0,0,3.4547311778615604,0
31,2,0,0,2,1,2,0,1,0,13,1,0,0,3.1867740010834016,0
95,7,3,3,4,5,5,1,0,0,30,4,0,1,3.533738494453311,1
21,1,1,0,1,1,0,0,0,0,12,1,0,0,3.3282857581297955,0
123,9,3,4,3,16,3,1,0,1,29,5,0,1,4.413031291824201,1
26,2,0,0,1,0,2,0,1,0,16,0,0,0,3.3706943891399432,0
94,6,3,2,5,8,5,1,0,0,27,2,1,1,4.09518932219848,1
63,8,4,1,5,6,9,0,0,0,23,3,0,1,4.195797832143271,1
74,3,7,4,4,13,6,1,1,1,23,4,0,0,4.890762256603983,1
36,2,0,0,3,0,2,0,0,0,19,1,0,0,2.9540605326978286,0
181,4,2,2,4,8,4,0,1,1,39,2,0,0,4.5431107228839585,1
46,2,1,0,2,1,0,0,1,0,8,1,0,0,3.460903108982292,0
36,1,0,0,2,0,1,0,0,0,19,0,0,0,3.0483291276756015,0
70,5,5,1,4,8,6,1,1,1,33,2,0,1,4.721077889632145,1
30,2,0,0,2,0,0,0,1,0,5,0,0,0,3.403806937946687,0
195,8,7,2,3,8,6,0,1,1,22,4,0,1,4.5600255435576855,1
24,2,0,0,3,4,2,0,1,0,7,1,0,0,3.303445659272441,0
54,6,6,2,8,16,8,0,0,1,26,2,0,1,4.609016499432958,1
113,8,5,1,7,5,2,1,1,1,15,5,1,0,4.509741099170396,1
13,1,0,0,2,4,1,0,0,0,17,1,0,0,2.045288023005783,0
119,5,7,3,6,8,9,1,0,0,34,5,0,1,4.485084059685096,1
161,9,6,1,7,19,3,0,0,1,37,3,1,0,4.998636151695966,1
143,4,6,1,8,6,6,0,0,1,20,4,0,1,3.5945504787496425,1
64,5,7,2,3,19,9,0,1,1,34,4,1,0,4.34650883477326,1
15,2,1,0,1,4,0,0,0,0,17,0,0,0,3.183950673662225,0
140,6,6,2,7,18,3,1,0,0,22,5,1,1,4.704686249268558,1
26,2,0,0,2,0,0,0,1,0,13,0,0,0,3.4376755346786876,0
181,3,7,2,4,15,6,1,0,0,23,2,0,0,4.220931100424966,1
37,1,1,0,3,2,1,0,1,0,14,0,0,0,3.435975276935828,0
21,2,1,0,3,4,1,0,1,0,15,1,0,0,3.3258383563116576,0
107,4,5,3,5,9,9,1,0,1,20,4,0,0,3.653600524694002,1
51,1,0,0,2,1,2,0,1,0,12,0,0,0,2.6600094778990293,0
57,1,1,0,2,1,0,0,0,0,10,1,0,0,2.1934059581297256,0
29,1,0,0,3,4,1,0,1,0,6,1,0,0,2.197356067818389,0
159,5,6,2,5,8,7,1,1,1,16,5,1,1,3.964637844887931,1
137,6,5,4,3,9,3,0,1,1,39,5,1,0,4.1020039146491385,1
14,2,0,0,1,0,0,0,0,0,15,1,0,0,2.602274381276903,0
37,1,1,0,3,4,0,0,1,1,9,0,0,0,2.233385486577512,0
62,8,7,4,9,6,7,0,0,1,17,2,1,0,3.659767455547702,1
56,2,1,0,1,2,0,0,1,0,19,1,0,0,3.271417061323474,0
10,1,0,0,3,2,0,0,0,0,12,0,0,0,2.865383207899465,0
38,2,0,0,2,2,1,0,1,0,15,1,0,0,2.4639033181882843,0
42,2,1,0,1,3,2,0,1,0,15,1,0,0,3.179423460935338,0
145,9,3,3,4,9,8,1,0,1,25,5,1,1,3.8477677348249495,1
56,2,1,0,3,1,0,0,1,0,16,0,0,0,2.3394564292268516,0
47,2,1,0,2,4,2,0,1,0,7,0,0,0,2.642514191652441,0
52,4,7,3,3,10,3,0,0,0,23,4,1,1,4.49292437971984,1
122,7,7,2,3,11,2,0,0,0,33,2,0,1,4.3238769070668415,1
47,2,0,0,1,1,2,0,1,0,9,0,0,0,2.50984373174275,0
45,2,0,0,1,1,1,0,1,0,7,0,0,0,3.271347194417742,0
111,3,4,1,4,5,9,0,1,0,21,3,1,0,4.209552687625551,1
19,2,1,0,3,3,1,0,1,0,5,0,0,0,2.5012950673052736,0
148,6,7,3,7,7,6,0,1,1,39,3,0,1,4.753613367836979,1
37,2,0,0,1,1,2,0,0,0,16,1,0,0,3.1618254912105375,0
10,1,0,0,1,1,0,0,1,0,10,0,0,0,2.6350046636995725,0
16,1,0,0,2,2,0,0,1,0,19,1,0,0,3.257802361480605,0
163,3,4,2,6,18,6,1,0,0,34,2,0,0,3.6127378480071273,1
57,1,1,0,3,4,2,0,1,0,5,1,0,0,2.830467826998852,0
31,1,0,0,2,4,0,0,1,1,11,0,0,0,3.231173673759356,0
32,1,0,0,1,1,1,0,1,0,16,1,0,0,2.674519776327736,0
177,7,3,3,3,17,6,1,1,1,37,2,1,1,4.66442249602744,1
40,1,1,0,2,2,2,0,1,0,17,1,0,0,2.736711453701993,0
35,1,1,0,1,0,1,0,0,0,7,0,0,0,2.728243836748809,0
109,3,2,1,8,13,5,0,0,0,39,2,0,1,4.428720704073785,1
26,2,1,0,2,3,1,0,1,0,17,0,0,0,2.766069930417547,0
48,1,0,0,3,0,2,0,1,0,17,1,0,0,3.1962334665695256,0
71,8,7,2,6,11,8,1,1,1,24,4,0,1,4.0571253679898485,1
19,2,0,0,2,0,1,0,1,0,9,0,0,0,3.0607062769035296,0
15,2,1,0,1,0,2,0,1,0,6,0,0,0,3.0929634855753503,0
167,6,5,4,4,10,2,1,0,1,24,3,0,1,3.814739874635842,1
64,3,4,2,5,7,5,1,1,1,29,4,0,1,3.910985900708885,1
90,6,6,1,4,12,7,1,0,0,19,5,0,0,3.782261969079377,1
32,1,1,0,1,4,1,0,0,0,12,1,0,0,2.408891429569978,0
32,2,1,0,1,4,2,0,0,0,10,1,0,0,2.2673516349039833,0
37,1,0,0,3,1,2,0,1,1,12,0,0,0,3.2688003593072525,0
42,1,0,0,2,0,2,0,1,0,13,1,0,0,2.984224571754748,0
28,2,0,0,2,1,2,0,1,0,10,1,0,0,3.1853236423279165,0
185,4,7,3,3,8,5,1,0,1,16,5,1,0,4.647503485987585,1
30,1,0,0,3,4,0,0,0,1,14,1,0,0,3.2966194866003926,0
146,7,3,2,3,16,8,1,0,0,15,2,0,1,3.8912126407891643,1
100,5,2,1,4,16,2,1,0,1,31,2,0,0,4.615605222428668,1
10,1,1,0,2,3,2,0,0,0,9,0,0,0,3.4566086879417295,0
21,1,0,0,2,3,1,0,0,0,6,1,0,0,3.0725029533465325,0
174,7,2,1,7,9,2,1,0,1,24,2,0,0,4.788162927842698,1
137,9,3,1,6,9,3,0,0,0,26,5,1,0,3.8978412430679317,1
171,6,6,1,9,13,3,1,1,0,38,3,0,1,4.201873447918317,1
145,5,5,4,8,5,8,1,1,1,19,4,1,1,3.943905451507312,1
75,8,2,3,9,8,5,1,1,1,32,2,0,0,3.8189347844289694,1
17,1,0,0,2,1,1,0,0,0,12,1,0,0,2.5901532341552906,0
35,1,0,0,1,1,2,0,1,0,6,1,0,0,2.9316111327056507,0
99,3,5,1,7,18,5,1,1,0,26,5,0,1,4.905514549268215,1
94,8,4,2,5,18,6,0,0,1,28,4,0,1,4.13796222545173,1
110,9,7,3,5,9,5,0,0,0,35,4,0,0,4.931974693983102,1
19,1,1,0,2,4,0,0,0,0,17,0,0,0,2.074227520330806,0
14,2,1,0,2,1,0,0,1,0,17,1,0,0,2.02944840708148,0
17,2,0,0,1,2,2,0,1,0,10,1,0,0,3.0244466280330307,0
20,1,1,0,3,1,1,0,1,0,7,0,0,0,2.5785984918497498,0
79,4,7,1,3,19,7,0,1,1,22,4,0,0,4.053981416317513,1
36,2,0,0,2,4,2,0,1,1,16,1,0,0,3.233633465024416,0
41,1,1,0,2,2,0,0,1,0,14,0,0,0,2.5814898508381985,0
195,4,3,1,9,10,9,1,1,1,33,5,0,0,3.6898345144913574,1
49,1,0,0,1,0,1,0,1,0,7,1,0,0,2.150742138859631,0
138,6,3,1,7,12,7,1,0,1,26,3,1,1,3.8025568360796624,1
85,8,2,2,3,9,2,0,0,0,27,5,0,1,3.8229957912930974,1
34,1,1,0,3,4,0,0,1,1,8,1,0,0,2.2375595307938,0
162,7,6,4,4,6,6,1,1,0,39,4,0,0,3.9359754940480527,1
21,1,0,0,1,1,2,0,1,0,18,0,0,0,3.003350158427927,0
199,6,7,1,5,5,6,1,0,0,20,2,0,0,4.629799552871344,1
159,7,6,2,8,17,4,1,0,0,29,2,1,1,3.759383746440892,1
64,6,5,3,8,16,3,1,1,1,23,4,0,1,4.903858377979724,1
28,1,1,0,3,1,0,0,1,0,18,0,0,0,2.2714595959670034,0
108,6,7,4,8,19,7,1,0,0,36,2,1,0,4.287595805286044,1
139,6,2,1,3,9,5,0,0,1,35,4,0,0,3.9908899177542985,1
73,5,3,1,5,6,5,1,1,1,19,4,0,0,4.345024043559446,1
58,1,1,0,2,3,0,0,0,0,5,1,0,0,3.202919480067605,0
14,2,0,0,1,3,1,0,1,0,12,0,0,0,2.2261054895467525,0
46,1,0,0,1,3,2,0,1,1,5,0,0,0,2.5387459079509296,0
26,1,0,0,1,2,0,0,1,0,9,1,0,0,3.143478142540964,0
35,2,0,0,1,3,2,0,1,0,19,0,0,0,2.054382343162291,0
108,5,3,4,4,10,6,0,1,1,15,2,1,1,4.221576691214477,1
12,2,0,0,1,0,0,0,1,0,10,0,0,0,2.889158448991298,0
47,1,1,0,3,4,0,0,1,0,5,0,0,0,2.0037913247478634,0
168,7,7,3,6,5,7,1,0,1,31,3,0,1,3.7935478089545596,1
99,6,7,4,9,14,8,1,0,1,26,5,0,1,4.100893061157908,1
19,1,0,0,3,0,2,0,1,0,9,0,0,0,2.230775083050915,0
27,2,1,0,2,0,2,0,1,0,7,0,0,0,2.5013229400561396,0
47,1,0,0,3,2,0,0,1,0,12,0,0,0,2.7801349064087515,0
36,2,1,0,1,4,2,0,1,0,15,1,0,0,2.092690716110031,0
42,1,1,0,3,4,0,0,1,0,6,1,0,0,2.4441419253700567,0
147,8,2,3,6,13,3,0,0,0,16,5,0,0,4.342508310649336,1
104,6,7,4,6,15,3,1,1,0,34,3,0,0,4.791033275860984,1
169,3,5,3,7,13,9,1,0,1,34,2,0,0,4.103409220835692,1
35,1,0,0,3,2,2,0,0,0,19,0,0,0,2.3201922742084533,0
102,4,7,3,6,8,7,1,0,1,38,2,0,1,4.300580992028121,1
113,6,7,4,5,9,7,0,0,1,39,4,1,1,3.8098836682588884,1
154,5,6,2,6,17,6,0,1,0,35,5,0,0,4.560041570513772,1
91,9,5,2,3,19,9,1,0,0,34,3,0,0,4.35164183822162,1
160,3,2,1,8,17,7,0,1,1,36,2,0,0,3.939899128614245,1
43,1,1,0,3,2,1,0,1,1,8,1,0,0,2.0091929709705214,0
53,1,1,0,2,2,1,0,0,0,8,0,0,0,3.410351289309334,0
53,6,6,2,3,11,9,0,1,0,36,5,1,1,4.9920487386872745,1
24,2,0,0,3,3,1,0,0,1,13,1,0,0,3.270570378305832,0
135,9,5,4,7,18,8,1,1,1,32,4,0,0,3.8012768240766746,1
136,3,3,1,3,10,8,0,0,1,30,2,0,1,4.741519110805311,1
20,2,0,0,2,4,2,0,0,0,10,1,0,0,2.9880865013411095,0
35,1,0,0,3,2,1,0,0,0,16,0,0,0,2.5774263258928207,0
45,1,0,0,2,1,2,0,0,0,13,1,0,0,2.3496411062930846,0
24,2,0,0,3,3,0,0,1,0,5,1,0,0,3.41665694353249,0
80,9,3,2,4,7,7,0,0,0,29,3,0,0,4.0144026737550575,1
15,1,0,0,2,3,0,0,1,0,17,1,0,0,3.132780911372391,0
49,2,1,0,1,2,0,0,1,0,10,0,0,0,3.161390852648677,0
110,4,2,3,8,7,4,1,0,0,17,3,0,0,4.283110356706,1
23,2,1,0,3,2,2,0,1,0,6,0,0,0,2.8277423363353775,0
48,2,1,0,3,1,2,0,1,0,14,1,0,0,2.920186139946886,0
118,9,2,2,6,10,8,0,1,0,21,2,0,0,3.637457307763592,1
43,2,1,0,1,0,2,0,1,0,5,0,0,0,2.1243762810691917,0
183,8,5,3,6,13,9,0,1,0,31,2,1,0,4.861944077781576,1
141,4,6,2,8,11,4,1,1,1,38,3,1,0,3.945950898838459,1
87,8,7,1,3,12,3,1,0,0,31,4,0,1,4.146591866436184,1
18,2,1,0,3,3,0,0,1,0,8,0,0,0,2.762235959840221,0
12,1,0,0,3,4,0,0,0,0,11,1,0,0,2.3475509872637876,0
39,1,0,0,2,4,1,0,1,0,16,1,0,0,2.0483230406755593,0
90,5,7,2,9,5,9,1,1,1,24,2,0,0,4.117795198079677,1
51,2,1,0,3,3,1,0,1,0,18,0,0,0,2.3111888022198177,0
137,3,2,1,6,6,5,1,0,0,28,3,1,1,4.511354842442298,1
174,3,7,3,9,8,9,1,0,0,20,3,0,0,4.020285516393335,1
165,3,7,3,5,12,3,1,0,1,33,4,1,1,4.793407594029409,1
81,3,3,3,9,15,3,1,0,1,20,4,0,0,4.170937309808942,1
127,7,7,4,7,12,8,0,0,1,22,4,0,0,3.9857744461187674,1
17,1,0,0,3,1,0,0,1,0,10,1,0,0,3.3238239716965223,0
103,8,5,4,8,6,6,1,0,0,35,5,0,0,3.6483566698055765,1
11,1,0,0,1,4,1,0,1,0,13,0,0,0,2.8571170895663514,0
45,2,0,0,2,2,2,0,1,0,10,1,0,0,2.2740422190670744,0
28,2,1,0,1,0,0,0,1,1,17,0,0,0,2.589125275308065,0
43,1,0,0,2,0,0,0,1,0,7,0,0,0,2.8099223408320766,0
98,6,3,2,8,6,6,1,1,0,29,2,0,0,4.686544815517626,1
41,2,0,0,2,4,0,0,1,0,8,1,0,0,2.931700110272497,0
57,2,1,0,1,4,1,0,1,0,6,0,0,0,2.686864110447073,0
50,1,0,0,2,4,2,0,1,0,6,1,0,0,3.099807207429465,0
66,5,6,4,6,14,4,1,1,0,21,3,0,1,4.585999811179343,1
19,1,1,0,3,0,1,0,1,0,16,1,0,0,3.030316339475277,0
53,1,1,0,3,0,2,0,1,0,16,0,0,0,2.9559197151846313,0
146,3,6,2,7,6,2,0,1,1,33,2,1,0,4.754553939515129,1
108,5,3,1,4,17,5,1,0,0,36,5,1,0,4.2809336977571775,1
159,3,6,3,4,10,7,1,0,1,19,4,0,0,4.6379563758705675,1
30,2,1,0,3,1,1,0,0,0,16,1,0,0,3.340012462741412,0
126,9,3,3,8,11,4,0,1,0,33,4,0,0,4.629304166755356,1
33,1,1,0,2,3,0,0,1,0,15,0,0,0,3.4995044646845503,0
48,2,1,0,1,4,0,0,0,0,10,1,0,0,3.297185332999843,0
144,5,3,2,8,7,9,0,0,0,33,3,0,1,4.166258877151716,1
112,3,6,3,3,8,2,1,1,1,29,5,1,0,4.258498614626568,1
13,2,1,0,2,4,1,0,1,0,10,0,0,0,2.88898797182817,0
85,5,4,1,6,9,8,0,0,1,33,2,0,0,4.11701937332225,1
19,2,1,0,2,4,0,0,1,0,8,0,0,0,2.0894593769431573,0
21,2,0,0,1,3,0,0,1,0,11,1,0,0,2.377639079818172,0
156,9,6,2,9,6,3,1,1,0,15,2,0,1,4.3738275445769,1
10,1,1,0,3,1,0,0,1,0,19,1,0,0,3.2043947620614146,0
46,2,1,0,1,2,1,0,0,0,10,0,0,0,2.8341733122308197,0
16,1,1,0,3,3,1,0,1,0,7,0,0,0,3.400286469074946,0
25,1,1,0,3,3,2,0,0,1,10,1,0,0,2.957376478095483,0
56,2,1,0,2,1,1,0,0,1,13,1,0,0,2.014337279222103,0
47,2,0,0,2,3,1,0,0,0,8,1,0,0,3.025124198440564,0
13,1,0,0,2,2,0,0,0,0,13,1,0,0,2.7374200172604963,0
42,1,0,0,3,4,2,0,1,0,15,1,0,0,2.447385734564727,0
59,1,1,0,1,3,0,0,0,0,16,1,0,0,2.0503387724708766,0
58,1,1,0,2,1,2,0,1,0,12,1,0,0,2.0725083562671394,0
185,8,2,3,8,9,8,1,1,1,30,3,0,0,4.511034419902449,1
24,2,1,0,3,2,1,0,0,0,16,1,0,0,2.7488985119731257,0
23,2,1,0,1,1,0,0,1,0,8,1,0,0,2.542217501141413,0
57,1,0,0,3,2,2,0,1,0,18,1,0,0,2.7068550309374713,0
53,2,1,0,3,0,0,0,1,0,11,0,0,0,3.3500443558020763,0
194,4,5,2,8,14,3,1,0,1,16,4,0,0,4.301372634384238,1
14,2,0,0,2,4,2,0,1,0,5,1,0,0,2.5453344408015095,0
55,2,1,0,2,2,2,0,1,0,19,0,0,0,2.1937046060995016,0
188,5,7,3,9,6,8,1,1,1,30,4,0,1,3.683080650621974,1
47,2,1,0,3,2,1,0,1,0,5,1,0,0,3.293027958516,0
45,2,0,0,2,4,1,0,0,0,12,0,0,0,2.477198797000236,0
44,1,1,0,2,4,1,0,1,0,18,1,0,0,3.3067554979414586,0
72,7,6,1,3,11,9,1,0,1,27,5,0,0,4.365920103455727,1
50,5,3,2,9,6,7,0,0,1,29,2,1,1,3.7124038634194827,1
51,2,0,0,1,4,2,0,1,0,6,1,0,0,2.3851066619492176,0
36,1,1,0,1,0,2,0,1,1,10,1,0,0,2.3834630439631628,0
99,8,2,1,9,13,6,1,1,0,26,2,0,1,4.814728419631049,1
62,4,5,4,8,18,3,1,1,0,36,4,0,1,3.690806179006671,1
102,5,7,2,6,12,9,0,0,0,30,4,0,0,4.232507215992978,1
27,1,1,0,2,3,0,0,1,1,9,1,0,0,2.088515705334501,0
173,5,7,3,8,16,8,0,1,1,23,2,0,0,3.673417832288622,1
34,2,0,0,1,2,2,0,1,0,11,0,0,0,3.0908969878891246,0
49,1,1,0,3,0,2,0,0,0,14,0,0,0,2.144375874856588,0
50,1,1,0,1,2,1,0,1,0,15,0,0,0,2.445675737191763,0
59,5,6,1,7,14,3,1,0,0,22,4,0,1,4.291280262941314,1
10,1,1,0,3,2,2,0,1,0,11,1,0,0,2.380259283387522,0
161,6,2,2,3,14,5,1,1,1,39,5,1,1,3.5723661847048125,1
57,2,1,0,2,0,0,0,1,0,17,0,0,0,2.7736042825610676,0
116,4,2,4,5,12,3,0,1,0,37,5,1,0,4.61985001070509,1
194,8,6,1,7,19,9,0,0,1,24,3,0,0,3.5539847433030016,1
119,8,3,3,3,11,3,1,1,0,25,5,1,0,4.792448909368321,1
46,1,1,0,3,0,0,0,1,0,17,1,0,0,3.4384510192358695,0
165,3,4,3,5,15,5,0,1,0,23,4,0,1,4.026077764181377,1
20,1,1,0,1,1,0,0,1,0,10,0,0,0,3.027785910521546,0
172,8,3,3,6,6,2,1,0,1,25,3,0,0,4.764078685309203,1
145,9,3,3,3,11,4,1,0,1,27,4,0,0,3.901357312067331,1
12,2,1,0,1,1,1,0,1,0,10,1,0,0,2.134217574473626,0
59,1,1,0,2,0,1,0,0,1,17,0,0,0,3.1999222224385733,0
198,7,3,1,7,10,2,0,0,1,21,4,1,0,4.7291571226899025,1
14,1,0,0,3,3,1,0,1,0,5,1,0,0,2.0965623252725596,0
51,1,0,0,1,2,1,0,0,0,5,1,0,0,2.8909061657879063,0
55,2,1,0,1,0,0,0,1,0,10,0,0,0,3.203540826473717,0
24,2,0,0,2,3,0,0,1,0,12,0,0,0,2.5766133963727773,0
42,1,0,0,3,4,1,0,1,0,5,1,0,0,3.4770283308728587,0
171,4,5,1,5,8,8,1,1,1,23,4,1,0,4.3183615201181675,1
179,9,6,4,4,5,8,1,0,0,32,5,0,1,3.7201710824536884,1
39,2,1,0,2,4,0,0,1,0,5,0,0,0,3.434900851650961,0
99,9,5,2,5,15,5,1,1,1,16,3,0,1,3.7344758320988567,1
180,6,7,3,7,6,4,1,0,0,25,5,0,0,4.907352983383449,1
132,7,7,2,7,15,6,0,0,0,17,2,0,0,4.969093595399359,1
35,1,0,0,3,4,0,0,1,0,5,1,0,0,2.6503146542057014,0
147,4,6,2,8,18,9,0,0,1,18,3,0,0,4.265340240798793,1
132,5,6,3,4,12,2,1,0,0,23,4,1,1,4.82087366468145,1
43,2,0,0,3,0,2,0,1,0,7,0,0,0,3.3461104537885378,0
114,5,2,2,7,12,6,0,1,1,20,4,1,0,3.7111998683145355,1
39,1,1,0,3,0,2,0,0,0,10,0,0,0,2.520750259511439,0
152,9,5,3,9,8,6,1,0,0,18,4,1,0,4.46728296004569,1
146,8,6,1,9,19,2,1,1,0,28,5,0,0,4.106288201280021,1
27,1,1,0,2,0,2,0,1,0,18,0,0,0,2.2347618486206846,0
20,1,1,0,1,4,2,0,1,0,15,0,0,0,2.809151533231904,0
43,2,0,0,1,2,0,0,1,0,6,1,0,0,3.3929094943655294,0
51,2,1,0,2,2,1,0,0,0,19,1,0,0,3.276933258946272,0
122,5,5,2,7,7,7,1,1,0,39,2,1,1,4.8739880020431166,1
119,6,3,2,7,13,8,0,1,1,31,5,0,0,4.75243139334896,1
26,2,1,0,1,3,1,0,1,0,5,0,0,0,3.0382696003156133,0
160,5,3,1,3,8,5,1,1,1,16,3,0,0,4.789777207873495,1
18,2,0,0,3,1,0,0,1,0,14,0,0,0,2.006722539988293,0
59,2,0,0,3,2,1,0,0,0,6,0,0,0,2.7473175300683654,0
92,8,3,3,3,19,5,1,0,1,22,4,1,0,3.5732624349811157,1
123,7,6,4,8,9,3,1,1,1,31,5,1,0,4.389856582348126,1
140,4,6,4,9,19,2,1,1,1,20,2,0,0,4.847668301216275,1
197,9,4,3,3,8,9,1,1,1,18,5,0,0,3.9075419242538887,1
28,2,1,0,1,2,0,0,1,0,15,1,0,0,2.060421887249407,0
52,1,1,0,2,0,2,0,1,0,16,0,0,0,3.1694515342002187,0
145,5,6,3,8,18,3,1,1,1,34,2,0,1,4.3791805232082455,1
14,1,1,0,1,2,0,0,1,0,10,1,0,0,2.0128321551772554,0
97,9,5,3,6,13,6,1,1,0,30,4,0,0,4.144726547212073,1
11,2,1,0,2,2,0,0,1,0,11,1,0,0,3.020092093621934,0
21,1,1,0,1,4,0,0,1,0,14,0,0,0,3.453863195687057,0
184,3,2,2,9,17,3,0,0,1,33,3,0,0,4.993784643767244,1
164,8,7,1,4,15,9,1,0,0,18,3,1,0,4.754586590429458,1
150,5,3,4,9,7,7,0,0,1,37,4,0,0,3.7925453476837316,1
29,2,1,0,1,1,0,0,1,0,15,1,0,0,2.5106760433154087,0
38,1,0,0,3,0,2,0,1,0,10,1,0,0,2.5857735465265907,0
94,4,3,3,7,19,5,0,0,1,32,4,0,0,4.107838674394001,1
42,1,1,0,1,4,1,0,1,0,6,0,0,0,2.9250949030631084,0
14,1,1,0,3,3,2,0,1,0,5,0,0,0,2.4230903763268374,0
17,1,1,0,3,2,0,0,1,1,15,1,0,0,2.1551527499731433,0
141,3,4,3,7,8,6,1,1,1,36,2,0,0,4.099788042705823,1
37,2,0,0,3,4,0,0,1,0,19,1,0,0,3.161092560419174,0
